Origin,Sector,Zone_consumption,SubZone_Consumption,Value,CSRD_sector
PER,"Growing vegetables, roots, tubers industry",Oceania and Asia,Central_Asia,3.60031889872976e-02,Outside EU law
CIV,"Growing vegetables, roots, tubers industry",Oceania and Asia,Central_Asia,0.517207135507286,Outside EU law
GHA,"Growing vegetables, roots, tubers industry",Oceania and Asia,Central_Asia,8.9119092873271,Outside EU law
PRY,"Growing vegetables, roots, tubers industry",Oceania and Asia,Central_Asia,5.90569831200105e-03,Outside EU law
IDN,"Growing vegetables, roots, tubers industry",Oceania and Asia,Central_Asia,0,Outside EU law
COD,"Growing vegetables, roots, tubers industry",Oceania and Asia,Central_Asia,4.62544448891869,Outside EU law
AGO,"Growing vegetables, roots, tubers industry",Oceania and Asia,Central_Asia,8.65993293908192e-03,Outside EU law
BRA,"Growing vegetables, roots, tubers industry",Oceania and Asia,Central_Asia,2.25007881155483e-02,Outside EU law
IDN,Growing grapes industry,Oceania and Asia,Central_Asia,0,Outside EU law
BRA,Growing grapes industry,Oceania and Asia,Central_Asia,4.89081754654699e-05,Outside EU law
AGO,Growing grapes industry,Oceania and Asia,Central_Asia,0,Outside EU law
PER,Growing grapes industry,Oceania and Asia,Central_Asia,4.88138953742128e-02,Outside EU law
PRY,Growing grapes industry,Oceania and Asia,Central_Asia,1.16062759124339e-04,Outside EU law
MYS,Growing grapes industry,Oceania and Asia,Central_Asia,0,Outside EU law
COL,Growing grapes industry,Oceania and Asia,Central_Asia,6.85001070604705e-04,Outside EU law
COD,Growing grapes industry,Oceania and Asia,Central_Asia,0,Outside EU law
CIV,Growing grapes industry,Oceania and Asia,Central_Asia,0,Outside EU law
ARG,Growing grapes industry,Oceania and Asia,Central_Asia,4.83646500293259e-04,Outside EU law
GHA,Growing grapes industry,Oceania and Asia,Central_Asia,0,Outside EU law
ARG,Growing cereals n.e.c industry,Oceania and Asia,Central_Asia,4.78627005332008e-02,Outside EU law
PRY,Growing cereals n.e.c industry,Oceania and Asia,Central_Asia,0.479803121798672,Outside EU law
AGO,Growing cereals n.e.c industry,Oceania and Asia,Central_Asia,2.74380560175569e-02,Outside EU law
CIV,Growing cereals n.e.c industry,Oceania and Asia,Central_Asia,2.85656338126574e-02,Outside EU law
GHA,Growing cereals n.e.c industry,Oceania and Asia,Central_Asia,0.382313523207181,Outside EU law
IDN,Growing cereals n.e.c industry,Oceania and Asia,Central_Asia,0,Outside EU law
BRA,Growing cereals n.e.c industry,Oceania and Asia,Central_Asia,3.2607336219356,Outside EU law
MYS,Growing cereals n.e.c industry,Oceania and Asia,Central_Asia,0,Outside EU law
COD,Growing cereals n.e.c industry,Oceania and Asia,Central_Asia,5.47267071394793e-03,Outside EU law
PER,Growing cereals n.e.c industry,Oceania and Asia,Central_Asia,4.20403290147853e-02,Outside EU law
COL,Growing cereals n.e.c industry,Oceania and Asia,Central_Asia,1.14372718488789e-02,Outside EU law
COL,Growing maize industry,Oceania and Asia,Central_Asia,0.155420121305281,Outside EU law
BRA,Growing maize industry,Oceania and Asia,Central_Asia,48.0051621107926,Outside EU law
ARG,Growing maize industry,Oceania and Asia,Central_Asia,1.76306259988988,Outside EU law
MYS,Growing maize industry,Oceania and Asia,Central_Asia,7.03108371689528e-02,Outside EU law
PRY,Growing maize industry,Oceania and Asia,Central_Asia,8.65703716144023,Outside EU law
IDN,Growing maize industry,Oceania and Asia,Central_Asia,11.1718582801653,Outside EU law
PER,Growing maize industry,Oceania and Asia,Central_Asia,7.26730297631353e-02,Outside EU law
CIV,Growing maize industry,Oceania and Asia,Central_Asia,0.392200027194361,Outside EU law
COD,Growing maize industry,Oceania and Asia,Central_Asia,0.600912715232302,Outside EU law
GHA,Growing maize industry,Oceania and Asia,Central_Asia,14.6980658617919,Outside EU law
AGO,Growing maize industry,Oceania and Asia,Central_Asia,0.377560260359685,Outside EU law
CIV,Growing tobacco industry,Oceania and Asia,Central_Asia,3.79073041690565e-05,Outside EU law
MYS,Growing tobacco industry,Oceania and Asia,Central_Asia,7.87790150224082e-03,Outside EU law
PRY,Growing tobacco industry,Oceania and Asia,Central_Asia,1.5515343383666e-02,Outside EU law
PER,Growing tobacco industry,Oceania and Asia,Central_Asia,2.38757316024532e-04,Outside EU law
COD,Growing tobacco industry,Oceania and Asia,Central_Asia,0.264274559308757,Outside EU law
BRA,Growing tobacco industry,Oceania and Asia,Central_Asia,0.654975676710509,Outside EU law
GHA,Growing tobacco industry,Oceania and Asia,Central_Asia,0.139020282900525,Outside EU law
IDN,Growing tobacco industry,Oceania and Asia,Central_Asia,3.68737038394078,Outside EU law
COL,Growing tobacco industry,Oceania and Asia,Central_Asia,3.10381546427521,Outside EU law
ARG,Growing tobacco industry,Oceania and Asia,Central_Asia,3.34848657740281e-03,Outside EU law
AGO,Growing tobacco industry,Oceania and Asia,Central_Asia,4.45445208785066e-07,Outside EU law
GHA,Growing fibre crops industry,Oceania and Asia,Central_Asia,2.15925414246492e-03,Outside EU law
BRA,Growing fibre crops industry,Oceania and Asia,Central_Asia,1.77834937280145,Outside EU law
ARG,Growing fibre crops industry,Oceania and Asia,Central_Asia,2.27166120041838e-02,Outside EU law
MYS,Growing fibre crops industry,Oceania and Asia,Central_Asia,4.39719020261542e-02,Outside EU law
COL,Growing fibre crops industry,Oceania and Asia,Central_Asia,1.18722228482689e-02,Outside EU law
CIV,Growing fibre crops industry,Oceania and Asia,Central_Asia,2.0243757061966,Outside EU law
IDN,Growing fibre crops industry,Oceania and Asia,Central_Asia,1.21370629933947e-02,Outside EU law
PER,Growing fibre crops industry,Oceania and Asia,Central_Asia,5.1950078605067e-02,Outside EU law
AGO,Growing fibre crops industry,Oceania and Asia,Central_Asia,7.04198747756423e-06,Outside EU law
PRY,Growing fibre crops industry,Oceania and Asia,Central_Asia,0.679792783673868,Outside EU law
COD,Growing fibre crops industry,Oceania and Asia,Central_Asia,3.51804003529844e-02,Outside EU law
COL,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Central_Asia,1.10022074495781,Within EU law
PRY,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Central_Asia,4.21305379282107e-02,Within EU law
ARG,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Central_Asia,4.64234162058719e-04,Within EU law
CIV,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Central_Asia,0.720358729688732,Within EU law
COD,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Central_Asia,9.37787395739987e-03,Within EU law
BRA,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Central_Asia,9.79689102379362e-02,Within EU law
PER,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Central_Asia,0.237164364305631,Within EU law
MYS,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Central_Asia,5.83085180175709e-04,Within EU law
IDN,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Central_Asia,0.82826232543578,Within EU law
AGO,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Central_Asia,8.35793341323894e-04,Within EU law
GHA,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Central_Asia,0.209981410530005,Within EU law
COL,Growing crops n.e.c. industry,Oceania and Asia,Central_Asia,8.3387236955691e-02,Within EU law
ARG,Growing crops n.e.c. industry,Oceania and Asia,Central_Asia,0,Within EU law
COD,Growing crops n.e.c. industry,Oceania and Asia,Central_Asia,8.23107799603738e-02,Within EU law
GHA,Growing crops n.e.c. industry,Oceania and Asia,Central_Asia,15.3007104128397,Within EU law
CIV,Growing crops n.e.c. industry,Oceania and Asia,Central_Asia,1.12921169934246,Within EU law
AGO,Growing crops n.e.c. industry,Oceania and Asia,Central_Asia,1.40119716464184e-04,Within EU law
PRY,Growing crops n.e.c. industry,Oceania and Asia,Central_Asia,0,Within EU law
MYS,Growing crops n.e.c. industry,Oceania and Asia,Central_Asia,0.126189915131788,Within EU law
IDN,Growing crops n.e.c. industry,Oceania and Asia,Central_Asia,0.689052437818399,Within EU law
PER,Growing crops n.e.c. industry,Oceania and Asia,Central_Asia,0.581104783075974,Within EU law
BRA,Growing crops n.e.c. industry,Oceania and Asia,Central_Asia,1.75235704509682,Within EU law
COL,Growing wheat industry,Oceania and Asia,Central_Asia,2.71282598502822e-03,Outside EU law
BRA,Growing wheat industry,Oceania and Asia,Central_Asia,2.68635610810107,Outside EU law
AGO,Growing wheat industry,Oceania and Asia,Central_Asia,1.48057835885706e-03,Outside EU law
PER,Growing wheat industry,Oceania and Asia,Central_Asia,2.43640408948133e-02,Outside EU law
PRY,Growing wheat industry,Oceania and Asia,Central_Asia,3.26991924489311,Outside EU law
MYS,Growing wheat industry,Oceania and Asia,Central_Asia,0,Outside EU law
CIV,Growing wheat industry,Oceania and Asia,Central_Asia,0,Outside EU law
IDN,Growing wheat industry,Oceania and Asia,Central_Asia,0,Outside EU law
ARG,Growing wheat industry,Oceania and Asia,Central_Asia,0.464651753231796,Outside EU law
GHA,Growing wheat industry,Oceania and Asia,Central_Asia,0,Outside EU law
COD,Growing wheat industry,Oceania and Asia,Central_Asia,2.7153719019367e-03,Outside EU law
ARG,Growing leguminous crops and oil seeds industry,Oceania and Asia,Central_Asia,0.571908149960545,Within EU law
CIV,Growing leguminous crops and oil seeds industry,Oceania and Asia,Central_Asia,9.86447516774791e-02,Within EU law
IDN,Growing leguminous crops and oil seeds industry,Oceania and Asia,Central_Asia,50.4709426336881,Within EU law
BRA,Growing leguminous crops and oil seeds industry,Oceania and Asia,Central_Asia,102.331951268076,Within EU law
MYS,Growing leguminous crops and oil seeds industry,Oceania and Asia,Central_Asia,71.4260150140019,Within EU law
PER,Growing leguminous crops and oil seeds industry,Oceania and Asia,Central_Asia,9.70619979062298e-02,Within EU law
GHA,Growing leguminous crops and oil seeds industry,Oceania and Asia,Central_Asia,1.89076978297402,Within EU law
COD,Growing leguminous crops and oil seeds industry,Oceania and Asia,Central_Asia,1.46290806814273e-02,Within EU law
COL,Growing leguminous crops and oil seeds industry,Oceania and Asia,Central_Asia,0.684563051617992,Within EU law
PRY,Growing leguminous crops and oil seeds industry,Oceania and Asia,Central_Asia,226.00211069909,Within EU law
AGO,Growing leguminous crops and oil seeds industry,Oceania and Asia,Central_Asia,0.343861713276332,Within EU law
IDN,Growing fruits and nuts industry,America,Northern_America,178.290343190829,Outside EU law
PRY,Growing fruits and nuts industry,America,Northern_America,23.5919221486633,Outside EU law
AGO,Growing fruits and nuts industry,America,Northern_America,1.30143830153307,Outside EU law
COD,Growing fruits and nuts industry,America,Northern_America,493.61582121389,Outside EU law
CIV,Growing fruits and nuts industry,America,Northern_America,2042.66805329272,Outside EU law
MYS,Growing fruits and nuts industry,America,Northern_America,22.9850618930267,Outside EU law
PER,Growing fruits and nuts industry,America,Northern_America,191.161432374108,Outside EU law
COL,Growing fruits and nuts industry,America,Northern_America,286.652138053727,Outside EU law
BRA,Growing fruits and nuts industry,America,Northern_America,2.96311419536373,Outside EU law
GHA,Growing fruits and nuts industry,America,Northern_America,2160.87338384382,Outside EU law
ARG,Growing fruits and nuts industry,America,Northern_America,1.09312375884942,Outside EU law
BRA,Raising of cattle industry,America,Northern_America,185.13306242823,Within EU law
PRY,Raising of cattle industry,America,Northern_America,24.1990483778963,Within EU law
GHA,Raising of cattle industry,America,Northern_America,74.5235091247217,Within EU law
CIV,Raising of cattle industry,America,Northern_America,31.6048593151021,Within EU law
MYS,Raising of cattle industry,America,Northern_America,17.3674167799639,Within EU law
IDN,Raising of cattle industry,America,Northern_America,150.592370337252,Within EU law
ARG,Raising of cattle industry,America,Northern_America,91.7552720676947,Within EU law
AGO,Raising of cattle industry,America,Northern_America,10.1395224089516,Within EU law
PER,Raising of cattle industry,America,Northern_America,509.863186251867,Within EU law
COD,Raising of cattle industry,America,Northern_America,58.6218812359367,Within EU law
COL,Raising of cattle industry,America,Northern_America,886.395318577754,Within EU law
BRA,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Northern_America,1.01822751906875,Outside EU law
IDN,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Northern_America,363.955092400776,Outside EU law
MYS,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Northern_America,17.775914255294,Outside EU law
CIV,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Northern_America,0.112127096683873,Outside EU law
PER,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Northern_America,8.07078158805576,Outside EU law
GHA,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Northern_America,8.09329174557528,Outside EU law
COL,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Northern_America,5.96680490032324,Outside EU law
ARG,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Northern_America,2.27808273163116e-02,Outside EU law
COD,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Northern_America,2.33462071075452e-02,Outside EU law
AGO,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Northern_America,0,Outside EU law
PRY,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Northern_America,0.212170381642381,Outside EU law
PRY,Growing rice industry,America,Northern_America,43.8700253572154,Outside EU law
BRA,Growing rice industry,America,Northern_America,0.179054146413544,Outside EU law
AGO,Growing rice industry,America,Northern_America,5.66924558195134e-03,Outside EU law
CIV,Growing rice industry,America,Northern_America,3.52062609211258,Outside EU law
IDN,Growing rice industry,America,Northern_America,1.74793499011617,Outside EU law
COL,Growing rice industry,America,Northern_America,2.27934878337333,Outside EU law
PER,Growing rice industry,America,Northern_America,9.26301944889238e-02,Outside EU law
MYS,Growing rice industry,America,Northern_America,0.782830296370161,Outside EU law
ARG,Growing rice industry,America,Northern_America,2.76804363339332e-03,Outside EU law
COD,Growing rice industry,America,Northern_America,3.74288424696336,Outside EU law
GHA,Growing rice industry,America,Northern_America,1.16441726183574,Outside EU law
IDN,Growing sugar beet and cane industry,America,Northern_America,253.757594833414,Outside EU law
COD,Growing sugar beet and cane industry,America,Northern_America,2.99814225020144,Outside EU law
AGO,Growing sugar beet and cane industry,America,Northern_America,13.9206672555224,Outside EU law
BRA,Growing sugar beet and cane industry,America,Northern_America,157.112441764624,Outside EU law
PER,Growing sugar beet and cane industry,America,Northern_America,35.8050177645658,Outside EU law
GHA,Growing sugar beet and cane industry,America,Northern_America,0.432534690907906,Outside EU law
ARG,Growing sugar beet and cane industry,America,Northern_America,0.261937137897116,Outside EU law
COL,Growing sugar beet and cane industry,America,Northern_America,372.916474321028,Outside EU law
PRY,Growing sugar beet and cane industry,America,Northern_America,372.327862992647,Outside EU law
CIV,Growing sugar beet and cane industry,America,Northern_America,6.9677448574016,Outside EU law
MYS,Growing sugar beet and cane industry,America,Northern_America,9.87429064256425,Outside EU law
COL,"Growing vegetables, roots, tubers industry",America,Northern_America,46.6540574058702,Outside EU law
MYS,"Growing vegetables, roots, tubers industry",America,Northern_America,1.86914509274444,Outside EU law
ARG,"Growing vegetables, roots, tubers industry",America,Northern_America,6.39851891860888,Outside EU law
PER,"Growing vegetables, roots, tubers industry",America,Northern_America,101.17321960641,Outside EU law
CIV,"Growing vegetables, roots, tubers industry",America,Northern_America,29.0254754225587,Outside EU law
GHA,"Growing vegetables, roots, tubers industry",America,Northern_America,158.789844648783,Outside EU law
PRY,"Growing vegetables, roots, tubers industry",America,Northern_America,0.294691225256192,Outside EU law
IDN,"Growing vegetables, roots, tubers industry",America,Northern_America,0,Outside EU law
COD,"Growing vegetables, roots, tubers industry",America,Northern_America,7.26250038765929,Outside EU law
AGO,"Growing vegetables, roots, tubers industry",America,Northern_America,0.642691478670029,Outside EU law
BRA,"Growing vegetables, roots, tubers industry",America,Northern_America,1.28843529539133,Outside EU law
IDN,Growing grapes industry,America,Northern_America,0,Outside EU law
BRA,Growing grapes industry,America,Northern_America,1.14406273353445e-02,Outside EU law
AGO,Growing grapes industry,America,Northern_America,0,Outside EU law
PER,Growing grapes industry,America,Northern_America,115.121352599114,Outside EU law
PRY,Growing grapes industry,America,Northern_America,3.94456125902484e-03,Outside EU law
MYS,Growing grapes industry,America,Northern_America,0,Outside EU law
COL,Growing grapes industry,America,Northern_America,0.169287890823711,Outside EU law
COD,Growing grapes industry,America,Northern_America,0,Outside EU law
CIV,Growing grapes industry,America,Northern_America,0,Outside EU law
ARG,Growing grapes industry,America,Northern_America,5.60895522778971e-02,Outside EU law
GHA,Growing grapes industry,America,Northern_America,0,Outside EU law
ARG,Growing cereals n.e.c industry,America,Northern_America,3.02493967861528,Outside EU law
PRY,Growing cereals n.e.c industry,America,Northern_America,2.08156617869622,Outside EU law
AGO,Growing cereals n.e.c industry,America,Northern_America,1.98444350721596,Outside EU law
CIV,Growing cereals n.e.c industry,America,Northern_America,2.57521676402199,Outside EU law
GHA,Growing cereals n.e.c industry,America,Northern_America,5.91323594771066,Outside EU law
IDN,Growing cereals n.e.c industry,America,Northern_America,0,Outside EU law
BRA,Growing cereals n.e.c industry,America,Northern_America,94.5029192305103,Outside EU law
MYS,Growing cereals n.e.c industry,America,Northern_America,0,Outside EU law
COD,Growing cereals n.e.c industry,America,Northern_America,1.16316449027153e-02,Outside EU law
PER,Growing cereals n.e.c industry,America,Northern_America,29.585148468905,Outside EU law
COL,Growing cereals n.e.c industry,America,Northern_America,4.61348652434088,Outside EU law
COL,Growing maize industry,America,Northern_America,190.108324036811,Outside EU law
BRA,Growing maize industry,America,Northern_America,841.894916787808,Outside EU law
ARG,Growing maize industry,America,Northern_America,45.8576978025001,Outside EU law
MYS,Growing maize industry,America,Northern_America,7.59244490944259,Outside EU law
PRY,Growing maize industry,America,Northern_America,1200.47594004192,Outside EU law
IDN,Growing maize industry,America,Northern_America,6088.52563514886,Outside EU law
PER,Growing maize industry,America,Northern_America,106.106059291153,Outside EU law
CIV,Growing maize industry,America,Northern_America,220.220596548223,Outside EU law
COD,Growing maize industry,America,Northern_America,13.5316151035324,Outside EU law
GHA,Growing maize industry,America,Northern_America,327.588907322398,Outside EU law
AGO,Growing maize industry,America,Northern_America,23.0965609365423,Outside EU law
CIV,Growing tobacco industry,America,Northern_America,4.4041147618237e-02,Outside EU law
MYS,Growing tobacco industry,America,Northern_America,0.575945836668342,Outside EU law
PRY,Growing tobacco industry,America,Northern_America,1.23920728892796,Outside EU law
PER,Growing tobacco industry,America,Northern_America,8.59037804801197e-02,Outside EU law
COD,Growing tobacco industry,America,Northern_America,0.741758775155241,Outside EU law
BRA,Growing tobacco industry,America,Northern_America,28.0183175472668,Outside EU law
GHA,Growing tobacco industry,America,Northern_America,3.57428375075658,Outside EU law
IDN,Growing tobacco industry,America,Northern_America,168.304467387813,Outside EU law
COL,Growing tobacco industry,America,Northern_America,9.24739212725648,Outside EU law
ARG,Growing tobacco industry,America,Northern_America,0.290763160783056,Outside EU law
AGO,Growing tobacco industry,America,Northern_America,5.02989086824372e-05,Outside EU law
GHA,Growing fibre crops industry,America,Northern_America,0.189757704114545,Outside EU law
BRA,Growing fibre crops industry,America,Northern_America,91.1651858450911,Outside EU law
ARG,Growing fibre crops industry,America,Northern_America,2.18151164870488,Outside EU law
MYS,Growing fibre crops industry,America,Northern_America,4.04844014233185,Outside EU law
COL,Growing fibre crops industry,America,Northern_America,3.06254742578903,Outside EU law
CIV,Growing fibre crops industry,America,Northern_America,169.190285672261,Outside EU law
IDN,Growing fibre crops industry,America,Northern_America,3.37465785593085,Outside EU law
PER,Growing fibre crops industry,America,Northern_America,16.4553348561549,Outside EU law
AGO,Growing fibre crops industry,America,Northern_America,2.84048625945965e-04,Outside EU law
PRY,Growing fibre crops industry,America,Northern_America,56.1553362965043,Outside EU law
COD,Growing fibre crops industry,America,Northern_America,2.40887773713269,Outside EU law
COL,"Growing beverage crops (coffee, tea etc) industry",America,Northern_America,1155.27399760013,Within EU law
PRY,"Growing beverage crops (coffee, tea etc) industry",America,Northern_America,9.75011953677485,Within EU law
ARG,"Growing beverage crops (coffee, tea etc) industry",America,Northern_America,0.249769794438445,Within EU law
CIV,"Growing beverage crops (coffee, tea etc) industry",America,Northern_America,134.979487565454,Within EU law
COD,"Growing beverage crops (coffee, tea etc) industry",America,Northern_America,10.0147546646477,Within EU law
BRA,"Growing beverage crops (coffee, tea etc) industry",America,Northern_America,82.1912319246065,Within EU law
PER,"Growing beverage crops (coffee, tea etc) industry",America,Northern_America,303.42861944382,Within EU law
MYS,"Growing beverage crops (coffee, tea etc) industry",America,Northern_America,0.127040904839695,Within EU law
IDN,"Growing beverage crops (coffee, tea etc) industry",America,Northern_America,343.063655226525,Within EU law
AGO,"Growing beverage crops (coffee, tea etc) industry",America,Northern_America,1.08905393218458e-02,Within EU law
GHA,"Growing beverage crops (coffee, tea etc) industry",America,Northern_America,5.76127320461034,Within EU law
COL,Growing crops n.e.c. industry,America,Northern_America,27.7686429002491,Within EU law
ARG,Growing crops n.e.c. industry,America,Northern_America,0,Within EU law
COD,Growing crops n.e.c. industry,America,Northern_America,0.713803788215068,Within EU law
GHA,Growing crops n.e.c. industry,America,Northern_America,238.161360487196,Within EU law
CIV,Growing crops n.e.c. industry,America,Northern_America,87.0638762532742,Within EU law
AGO,Growing crops n.e.c. industry,America,Northern_America,6.85960528669013e-03,Within EU law
PRY,Growing crops n.e.c. industry,America,Northern_America,0,Within EU law
MYS,Growing crops n.e.c. industry,America,Northern_America,70.9403483484656,Within EU law
IDN,Growing crops n.e.c. industry,America,Northern_America,411.045017378111,Within EU law
PER,Growing crops n.e.c. industry,America,Northern_America,200.050690323682,Within EU law
BRA,Growing crops n.e.c. industry,America,Northern_America,9.16785869076005,Within EU law
COL,Growing wheat industry,America,Northern_America,2.76910995803183,Outside EU law
BRA,Growing wheat industry,America,Northern_America,415.310817758403,Outside EU law
AGO,Growing wheat industry,America,Northern_America,1.1094185302898,Outside EU law
PER,Growing wheat industry,America,Northern_America,18.0193891963956,Outside EU law
PRY,Growing wheat industry,America,Northern_America,62.9274865328718,Outside EU law
MYS,Growing wheat industry,America,Northern_America,0,Outside EU law
CIV,Growing wheat industry,America,Northern_America,0,Outside EU law
IDN,Growing wheat industry,America,Northern_America,0,Outside EU law
ARG,Growing wheat industry,America,Northern_America,24.1498329058877,Outside EU law
GHA,Growing wheat industry,America,Northern_America,0,Outside EU law
COD,Growing wheat industry,America,Northern_America,0.395499554975388,Outside EU law
ARG,Growing leguminous crops and oil seeds industry,America,Northern_America,22.1583423465722,Within EU law
CIV,Growing leguminous crops and oil seeds industry,America,Northern_America,12.717739112824,Within EU law
IDN,Growing leguminous crops and oil seeds industry,America,Northern_America,4846.7992306905,Within EU law
BRA,Growing leguminous crops and oil seeds industry,America,Northern_America,4369.59494057794,Within EU law
MYS,Growing leguminous crops and oil seeds industry,America,Northern_America,3076.14344362566,Within EU law
PER,Growing leguminous crops and oil seeds industry,America,Northern_America,91.4251990022568,Within EU law
GHA,Growing leguminous crops and oil seeds industry,America,Northern_America,45.0923406934068,Within EU law
COD,Growing leguminous crops and oil seeds industry,America,Northern_America,26.3003203394931,Within EU law
COL,Growing leguminous crops and oil seeds industry,America,Northern_America,280.809513993087,Within EU law
PRY,Growing leguminous crops and oil seeds industry,America,Northern_America,1531.03654784232,Within EU law
AGO,Growing leguminous crops and oil seeds industry,America,Northern_America,0.178105502857739,Within EU law
IDN,Growing fruits and nuts industry,Rest of Europe,Western_Europe,5.62537351085458,Outside EU law
PRY,Growing fruits and nuts industry,Rest of Europe,Western_Europe,0.487984845563452,Outside EU law
AGO,Growing fruits and nuts industry,Rest of Europe,Western_Europe,8.61505811480827e-02,Outside EU law
COD,Growing fruits and nuts industry,Rest of Europe,Western_Europe,1948.10818188986,Outside EU law
CIV,Growing fruits and nuts industry,Rest of Europe,Western_Europe,53.2112895229821,Outside EU law
MYS,Growing fruits and nuts industry,Rest of Europe,Western_Europe,2.44692140084215,Outside EU law
PER,Growing fruits and nuts industry,Rest of Europe,Western_Europe,17.4130072824823,Outside EU law
COL,Growing fruits and nuts industry,Rest of Europe,Western_Europe,67.1088245707183,Outside EU law
BRA,Growing fruits and nuts industry,Rest of Europe,Western_Europe,0.381495759290639,Outside EU law
GHA,Growing fruits and nuts industry,Rest of Europe,Western_Europe,98.2242759571388,Outside EU law
ARG,Growing fruits and nuts industry,Rest of Europe,Western_Europe,5.02929398653658e-02,Outside EU law
BRA,Raising of cattle industry,Rest of Europe,Western_Europe,18.0092499428208,Within EU law
PRY,Raising of cattle industry,Rest of Europe,Western_Europe,21.1312304399981,Within EU law
GHA,Raising of cattle industry,Rest of Europe,Western_Europe,10.0019442407433,Within EU law
CIV,Raising of cattle industry,Rest of Europe,Western_Europe,0.519175411373542,Within EU law
MYS,Raising of cattle industry,Rest of Europe,Western_Europe,0.566588432463061,Within EU law
IDN,Raising of cattle industry,Rest of Europe,Western_Europe,5.7773193846534,Within EU law
ARG,Raising of cattle industry,Rest of Europe,Western_Europe,20.6947465895905,Within EU law
AGO,Raising of cattle industry,Rest of Europe,Western_Europe,0.407546205183663,Within EU law
PER,Raising of cattle industry,Rest of Europe,Western_Europe,16.6835581567225,Within EU law
COD,Raising of cattle industry,Rest of Europe,Western_Europe,0.494827480436309,Within EU law
COL,Raising of cattle industry,Rest of Europe,Western_Europe,14.4134226059023,Within EU law
BRA,"Growing spices, aromatic, drug and pharmaceutical crops industry",Rest of Europe,Western_Europe,2.50502710612122e-02,Outside EU law
IDN,"Growing spices, aromatic, drug and pharmaceutical crops industry",Rest of Europe,Western_Europe,20.4974311563522,Outside EU law
MYS,"Growing spices, aromatic, drug and pharmaceutical crops industry",Rest of Europe,Western_Europe,0.809101123898311,Outside EU law
CIV,"Growing spices, aromatic, drug and pharmaceutical crops industry",Rest of Europe,Western_Europe,1.03261789809579e-02,Outside EU law
PER,"Growing spices, aromatic, drug and pharmaceutical crops industry",Rest of Europe,Western_Europe,1.70803546658051,Outside EU law
GHA,"Growing spices, aromatic, drug and pharmaceutical crops industry",Rest of Europe,Western_Europe,9.51328988321025e-02,Outside EU law
COL,"Growing spices, aromatic, drug and pharmaceutical crops industry",Rest of Europe,Western_Europe,3.61262203174594e-02,Outside EU law
ARG,"Growing spices, aromatic, drug and pharmaceutical crops industry",Rest of Europe,Western_Europe,2.53747424592508e-04,Outside EU law
COD,"Growing spices, aromatic, drug and pharmaceutical crops industry",Rest of Europe,Western_Europe,1.47882813338521e-03,Outside EU law
AGO,"Growing spices, aromatic, drug and pharmaceutical crops industry",Rest of Europe,Western_Europe,0,Outside EU law
PRY,"Growing spices, aromatic, drug and pharmaceutical crops industry",Rest of Europe,Western_Europe,3.78731396227761e-02,Outside EU law
PRY,Growing rice industry,Rest of Europe,Western_Europe,7.23438750011833,Outside EU law
BRA,Growing rice industry,Rest of Europe,Western_Europe,0.214337744054365,Outside EU law
AGO,Growing rice industry,Rest of Europe,Western_Europe,2.16645119550839e-05,Outside EU law
CIV,Growing rice industry,Rest of Europe,Western_Europe,0.249960549465007,Outside EU law
IDN,Growing rice industry,Rest of Europe,Western_Europe,5.06922656595812e-02,Outside EU law
COL,Growing rice industry,Rest of Europe,Western_Europe,1.86962363947329e-02,Outside EU law
PER,Growing rice industry,Rest of Europe,Western_Europe,1.59119391471739e-03,Outside EU law
MYS,Growing rice industry,Rest of Europe,Western_Europe,7.4163962359979e-03,Outside EU law
ARG,Growing rice industry,Rest of Europe,Western_Europe,2.09728716597581e-04,Outside EU law
COD,Growing rice industry,Rest of Europe,Western_Europe,2.67471434203089e-02,Outside EU law
GHA,Growing rice industry,Rest of Europe,Western_Europe,6.20662322331846e-02,Outside EU law
IDN,Growing sugar beet and cane industry,Rest of Europe,Western_Europe,3.2786668384373,Outside EU law
COD,Growing sugar beet and cane industry,Rest of Europe,Western_Europe,0.119263121106404,Outside EU law
